timestamp,frame_id,actual_fps,mean_r,mean_g,mean_b,head_pitch,head_yaw,head_roll,motion_flag
285988.4192462,1,0.0,103.9181,75.9379,75.3147,-177.57,8.12,-3.56,False
285988.5148197,2,10.46,102.4347,74.62,73.7162,-179.93,8.81,-3.81,False
285988.5148197,3,20.93,102.4301,74.5867,73.6136,179.79,9.28,-3.82,False
285988.5148197,4,31.39,102.6074,74.6723,73.5583,179.71,9.54,-3.83,False
285988.5474416,5,31.2,102.06,74.1232,73.0642,179.8,9.79,-3.85,False
285988.5474416,6,39.0,102.074,74.1093,73.0164,179.89,9.88,-3.86,False
285988.5791601,7,37.52,101.8087,73.7831,72.7373,179.6,9.82,-3.81,False
285988.5791601,8,43.77,101.6587,73.6729,72.6229,179.36,9.89,-3.8,False
285988.6115137,9,41.61,101.3409,73.5558,72.5245,179.36,10.09,-3.68,False
285988.6115137,10,46.81,101.2625,73.4715,72.426,179.47,10.24,-3.62,False
285988.6115137,11,52.01,101.2625,73.4715,72.426,179.53,10.3,-3.59,False
285988.6437957,12,48.99,100.672,72.9301,71.9332,179.54,10.41,-3.55,False
285988.6437957,13,53.44,100.3211,72.6178,71.5866,179.55,10.5,-3.55,False
285988.6752356,14,50.78,99.4798,72.1078,70.9395,179.54,10.61,-3.4,False
285988.6752356,15,54.69,100.4678,72.845,71.6136,179.57,10.54,-3.34,False
285988.6752356,16,58.6,100.4823,72.8866,71.6688,179.6,10.5,-3.3,False
285988.7072558,17,55.55,99.5824,72.1121,70.7912,179.44,10.85,-3.17,False
285988.7072558,18,59.03,99.754,72.2467,70.9613,179.41,11.04,-3.16,False
285988.7394137,19,56.22,98.4635,71.1565,70.0551,179.56,11.46,-3.08,False
285988.7394137,20,59.34,98.3795,71.0325,69.9072,179.77,11.46,-3.05,False
285988.7394137,21,62.47,98.3346,70.9645,69.8374,179.9,11.47,-3.01,False
285988.7711017,22,59.68,98.7443,71.3449,70.2298,179.68,11.16,-3.06,False
285988.7711017,23,62.53,98.495,71.1889,70.1148,179.51,11.03,-3.12,False
285988.7711017,24,65.37,98.4284,71.1181,70.0444,179.5,10.91,-3.16,False
285988.7711017,25,68.21,98.6498,71.3006,70.2375,179.51,10.87,-3.19,False
285988.8186594,26,62.59,97.5876,70.2302,69.2569,179.48,10.57,-3.12,False
285988.8186594,27,65.1,97.5279,70.1969,69.2521,179.5,10.49,-3.15,False
285988.8186594,28,67.6,97.6095,70.3946,69.5532,179.54,10.41,-3.17,False
285988.8509381,29,64.86,97.1388,69.9189,69.036,179.52,10.61,-3.19,False
285988.8509381,30,67.18,97.0355,69.7866,68.8779,179.47,10.74,-3.2,False
285988.8832703,31,78.71,96.3232,69.2752,68.5312,179.65,11.21,-3.26,False
285988.8832703,32,78.71,96.388,69.2905,68.5451,179.68,11.39,-3.29,False
285988.8832703,33,78.71,96.6302,69.6064,68.9258,179.77,11.41,-3.3,False
285988.9148828,34,78.92,96.5247,69.4895,68.8995,179.75,11.21,-3.3,False
285988.9148828,35,78.92,96.4953,69.5027,68.9282,179.73,11.06,-3.31,False
285988.9148828,36,86.38,96.4976,69.5008,68.9248,179.72,10.97,-3.31,False
285988.9473054,37,78.77,96.8654,69.7262,68.9228,179.25,10.89,-3.28,False
285988.9473054,38,86.36,96.7771,69.6081,68.7749,178.93,10.93,-3.3,False
285988.9799483,39,78.71,96.4462,69.5165,68.5972,178.85,11.12,-3.29,False
285988.9799483,40,78.71,96.4419,69.4939,68.565,178.73,11.23,-3.3,False
285988.9799483,41,86.27,96.4969,69.5805,68.7033,178.7,11.31,-3.28,False
285989.011107,42,78.95,96.2856,69.5346,68.6076,178.66,11.28,-3.29,False
285989.011107,43,86.34,96.2836,69.5325,68.6055,178.67,11.29,-3.3,False
285989.011107,44,86.34,96.2836,69.5325,68.6055,178.66,11.3,-3.3,False
285989.0431678,45,78.82,96.2703,69.3871,68.5915,178.66,11.29,-3.31,False
285989.0431678,46,86.33,96.2703,69.3871,68.5915,178.66,11.29,-3.31,False
285989.074705,47,78.92,96.1858,69.3993,68.4468,178.67,11.27,-3.3,False
285989.074705,48,86.49,96.1959,69.4864,68.5559,178.63,11.26,-3.31,False
285989.074705,49,86.49,96.1959,69.4864,68.5559,178.64,11.26,-3.31,False
285989.1068342,50,78.93,96.5266,69.567,68.7253,178.61,11.16,-3.34,False
285989.1068342,51,86.38,96.5266,69.567,68.7253,178.62,11.16,-3.34,False
285989.1068342,52,86.38,96.5266,69.567,68.7253,178.62,11.15,-3.36,False
285989.1392368,53,78.78,96.4952,69.5404,68.6615,178.59,11.15,-3.36,False
285989.1392368,54,78.78,96.4952,69.5404,68.6615,178.57,11.13,-3.38,False
285989.1709252,55,82.32,95.6421,69.0586,68.2797,178.23,11.04,-3.44,False
285989.1709252,56,82.32,95.9984,69.2267,68.3685,178.23,10.75,-3.42,False
285989.1709252,57,82.32,96.1527,69.3244,68.4667,178.21,10.56,-3.4,False
285989.1709252,58,90.63,96.1852,69.3552,68.4973,178.21,10.46,-3.39,False
285989.2201233,59,78.55,96.4414,69.3262,68.413,177.97,10.4,-3.38,False
285989.2201233,60,86.09,95.4561,68.7177,67.9195,177.88,10.37,-3.36,False
285989.2201233,61,86.09,95.485,68.8136,68.0563,177.79,10.34,-3.36,False
285989.2508442,62,78.9,95.7097,69.0965,68.3162,177.66,10.26,-3.37,False
285989.2508442,63,86.32,95.7452,69.0807,68.3041,177.59,10.22,-3.37,False
285989.2829213,64,78.8,95.6183,68.8774,68.2103,177.52,10.5,-3.43,False
285989.2829213,65,78.8,95.6698,68.8925,68.2108,177.5,10.63,-3.42,False
285989.2829213,66,86.41,95.7185,68.7735,67.9486,177.51,10.75,-3.41,False
285989.3147833,67,78.92,96.6135,69.6283,68.9872,177.27,10.77,-3.42,False
285989.3147833,68,86.61,96.6669,69.6325,68.9539,177.19,10.72,-3.39,False
285989.3147833,69,86.61,96.7223,69.6713,68.9664,177.15,10.69,-3.37,False
285989.3477229,70,78.85,96.8695,69.5971,68.6462,177.39,11.37,-3.36,False
285989.3477229,71,86.15,96.9629,69.6569,68.6718,177.53,11.51,-3.33,False
285989.379518,72,78.72,96.5285,69.4674,68.3007,177.59,12.54,-3.22,False
285989.379518,73,78.72,96.4948,69.4984,68.3058,177.63,12.97,-3.16,False
285989.379518,74,86.22,96.4383,69.399,68.1847,177.65,13.23,-3.13,False
285989.4119013,75,78.65,96.4467,69.4771,68.3754,177.87,13.19,-3.07,False
285989.4119013,76,86.0,96.7028,69.5901,68.3677,177.99,13.24,-3.02,False
285989.443203,77,78.7,96.8098,69.9245,68.7269,178.1,12.92,-2.97,False
285989.443203,78,78.7,96.8068,69.9279,68.7172,178.18,12.82,-2.93,False
285989.443203,79,86.21,96.997,70.1223,68.949,178.22,12.77,-2.91,False
285989.4753177,80,78.7,96.8533,69.7004,68.5061,178.21,12.06,-2.85,False
285989.4753177,81,78.7,96.912,69.8382,68.6786,178.34,11.69,-2.88,False
285989.5073889,82,78.77,96.0278,69.5238,68.3442,177.88,10.45,-2.81,False
285989.5073889,83,78.77,96.0571,69.4146,68.1486,177.73,10.09,-2.84,False
285989.5073889,84,86.19,95.9777,69.404,68.15,177.68,9.86,-2.84,False
285989.5397233,85,78.63,96.1023,69.4129,68.2604,177.69,9.96,-2.8,False
285989.5397233,86,78.63,95.8824,69.1046,67.8866,177.69,9.83,-2.79,False
285989.5397233,87,78.63,95.7967,69.055,67.8236,177.68,9.8,-2.81,False
285989.5710724,88,82.63,96.0374,69.4614,68.2087,177.37,9.62,-2.7,False
285989.5710724,89,82.63,96.1115,69.5487,68.3062,177.33,9.66,-2.69,False
285989.5710724,90,82.63,95.9939,69.3752,68.0721,177.31,9.66,-2.69,False
285989.5710724,91,90.56,95.9939,69.3752,68.0721,177.29,9.66,-2.7,False
285989.6189827,92,78.77,96.0427,69.4144,68.078,177.47,8.87,-2.63,False
285989.6189827,93,86.29,97.0228,70.1227,68.714,177.5,9.03,-2.64,False
285989.6523769,94,78.49,97.1522,70.2896,68.9104,177.24,8.26,-2.45,False
285989.6523769,95,78.49,96.7803,69.9623,68.527,177.19,8.13,-2.39,False
285989.6523769,96,85.9,96.8297,69.993,68.5608,177.17,8.04,-2.36,False
285989.6828079,97,78.8,96.5979,69.9402,68.4449,177.08,7.41,-2.17,False
285989.6828079,98,78.8,96.5846,69.9844,68.5368,177.02,7.46,-2.14,False
285989.6828079,99,86.55,96.6112,70.0719,68.6958,177.01,7.43,-2.12,False
285989.7152192,100,78.91,96.4996,69.8271,68.4293,176.9,7.11,-2.0,False
285989.7152192,101,86.39,96.6667,70.0019,68.6388,176.88,7.09,-1.97,False
285989.747001,102,78.92,97.1848,69.9363,68.3371,176.8,6.42,-1.88,False
285989.747001,103,78.92,97.191,69.9425,68.3433,176.74,6.21,-1.83,False
285989.747001,104,86.54,97.2186,70.0244,68.4132,176.68,6.13,-1.79,False
285989.7794863,105,78.89,97.3348,70.0218,68.3709,176.68,5.52,-1.69,False
285989.7794863,106,86.24,97.3348,70.0218,68.3709,176.64,5.48,-1.66,False
285989.8110108,107,78.85,96.7979,69.7244,68.0725,177.4,5.18,-1.58,False
285989.8110108,108,78.85,96.5051,69.4953,67.8108,177.54,5.02,-1.56,False
285989.8110108,109,86.39,96.4874,69.5276,67.8744,177.59,4.96,-1.55,False
285989.8439415,110,78.67,97.0906,69.7058,68.1412,177.77,4.69,-1.36,False
285989.8439415,111,86.17,97.1433,69.8804,68.3809,177.51,4.65,-1.36,False
285989.8439415,112,86.17,96.6886,69.6247,68.3312,177.41,4.61,-1.38,False
285989.8753783,113,78.81,96.8827,69.7889,68.3412,177.26,4.34,-1.38,False
285989.8753783,114,86.4,97.1657,70.0453,68.606,177.14,4.5,-1.35,False
285989.9073593,115,78.88,97.3669,70.1569,68.8264,177.42,4.29,-1.29,False
285989.9073593,116,78.88,97.4414,70.2469,68.9474,177.55,4.4,-1.24,False
285989.9073593,117,86.24,97.801,70.5719,69.3123,177.7,4.4,-1.19,False
285989.9393451,118,78.75,96.9625,69.9432,68.7854,177.45,4.31,-1.21,False
285989.9393451,119,78.75,96.7895,69.8916,68.83,177.28,4.22,-1.23,False
285989.9393451,120,78.75,96.8327,69.9171,68.8801,177.16,4.17,-1.25,False
285989.971085,121,82.36,98.1736,70.5644,69.3981,177.17,4.14,-1.15,False
285989.971085,122,82.36,98.1644,70.5439,69.38,177.15,4.08,-1.1,False
285989.971085,123,90.99,98.1552,70.5211,69.3566,177.15,4.06,-1.08,False
285989.971085,124,90.99,98.1158,70.4578,69.2582,177.14,4.05,-1.06,False
285990.0193186,125,79.03,100.7005,73.1291,71.7626,176.29,3.69,-1.0,False
285990.0193186,126,86.18,100.6663,72.9574,71.4876,176.37,3.49,-0.95,False
285990.051077,127,78.75,106.1334,77.9517,76.5323,176.54,3.16,-1.03,False
285990.051077,128,78.75,106.5425,78.2462,76.8226,176.75,3.03,-1.08,False
285990.051077,129,86.35,106.6577,78.3335,76.9003,176.83,2.93,-1.13,False
285990.084776,130,78.47,111.2697,82.1575,80.5899,176.78,2.87,-1.08,False
285990.084776,131,85.86,111.2962,82.2613,80.7682,176.73,2.71,-1.1,False
285990.1150092,132,78.8,116.8152,87.1983,85.3156,176.8,2.73,-1.22,False
285990.1150092,133,78.8,116.789,87.2749,85.4689,176.88,2.95,-1.29,False
285990.1150092,134,86.43,116.7981,87.3149,85.5309,176.87,3.05,-1.34,False
285990.1471934,135,78.87,116.8091,87.6547,85.9105,176.8,2.59,-1.49,False
285990.1471934,136,86.26,116.7593,87.6108,85.855,176.79,2.42,-1.58,False
285990.1471934,137,86.26,116.7308,87.5926,85.8601,176.76,2.32,-1.62,False
285990.1789601,138,78.82,121.4495,92.236,90.634,176.48,1.78,-1.7,False
285990.1789601,139,86.56,121.3124,92.1031,90.5115,176.51,1.78,-1.75,False
285990.2110799,140,78.99,122.2046,93.1498,91.3783,176.25,1.59,-1.86,False
285990.2110799,141,78.99,122.0478,92.9678,91.2216,176.12,1.51,-1.91,False
285990.2110799,142,86.39,122.0854,93.0904,91.4228,176.05,1.46,-1.94,False
285990.2432204,143,78.84,123.6355,94.41,92.6042,175.9,1.2,-2.01,False
285990.2432204,144,86.35,123.9579,94.6954,92.9068,175.71,1.13,-2.06,False
285990.276586,145,78.54,125.9559,96.8351,94.8014,175.97,1.12,-1.98,False
285990.276586,146,78.54,126.1552,97.0096,95.0252,175.96,1.22,-1.98,False
285990.276586,147,85.99,126.2367,97.0735,95.1124,175.98,1.18,-1.97,False
285990.3072733,148,78.82,127.5867,98.2033,96.137,175.86,1.54,-2.02,False
285990.3072733,149,78.82,127.5536,98.0897,95.9754,175.88,1.73,-2.03,False
285990.3392745,150,78.76,128.8381,99.2652,97.1636,175.93,2.12,-2.11,False
285990.3392745,151,78.76,128.7718,99.1775,97.0701,175.98,2.11,-2.11,False
285990.3392745,152,78.76,128.8642,99.177,97.0692,176.03,2.11,-2.1,False
285990.3711194,153,72.49,130.7258,101.1696,99.246,175.99,2.01,-2.03,False
285990.3711194,154,82.43,130.6867,101.2074,99.3194,175.98,2.12,-2.02,False
285990.3711194,155,82.43,130.7427,101.2624,99.3865,175.98,2.24,-2.01,False
285990.3711194,156,90.61,130.7077,101.2173,99.3445,175.99,2.27,-2.0,False
285990.4191414,157,78.79,132.7461,103.0524,100.9829,175.91,2.0,-1.99,False
285990.4191414,158,78.79,132.856,103.208,101.1759,175.89,1.84,-1.97,False
285990.4191414,159,86.73,132.7941,103.1451,101.1051,175.87,1.73,-1.96,False
285990.4513404,160,79.11,134.512,104.4853,102.6619,175.98,2.4,-2.01,False
285990.4513404,161,86.22,134.4611,104.3939,102.5467,176.04,2.7,-2.04,False
285990.4834944,162,78.7,137.5226,107.0111,104.8852,176.05,2.52,-1.97,False
285990.4834944,163,78.7,137.7325,107.2946,105.2505,176.07,2.4,-1.95,False
285990.4834944,164,86.23,138.1155,107.6462,105.626,176.09,2.3,-1.93,False
285990.5161481,165,78.6,139.2417,108.7344,106.8318,176.02,2.1,-1.99,False
285990.5161481,166,78.6,139.5638,109.0291,107.1542,175.99,2.03,-2.02,False
285990.5161481,167,86.01,139.7411,109.2728,107.4564,176.0,2.07,-2.04,False
285990.5475786,168,78.67,140.3301,109.9126,108.0955,175.98,2.16,-2.07,False
285990.5475786,169,86.18,140.4194,110.009,108.2107,175.95,2.2,-2.1,False
285990.5790931,170,78.8,140.9104,110.4973,108.7081,175.92,2.41,-2.17,False
285990.5790931,171,78.8,141.273,110.6868,108.8773,175.95,2.66,-2.2,False
285990.5790931,172,86.34,141.175,110.5492,108.7176,175.97,2.79,-2.22,False
285990.611103,173,78.83,142.0521,111.0846,109.2945,176.24,3.02,-2.31,False
285990.611103,174,86.69,142.0234,111.0161,109.2209,176.41,3.27,-2.37,False
285990.611103,175,86.69,141.9524,110.9434,109.1349,176.48,3.32,-2.4,False
285990.6434899,176,79.04,142.5512,111.6374,109.9278,176.46,3.44,-2.47,False
285990.6434899,177,86.25,142.3856,111.4921,109.7822,176.47,3.45,-2.52,False
285990.6754309,178,78.77,143.0635,112.1939,110.2152,176.53,3.45,-2.56,False
285990.6754309,179,86.27,143.2193,112.3732,110.4551,176.57,3.49,-2.58,False
285990.6754309,180,86.27,143.1366,112.3124,110.4082,176.59,3.5,-2.59,False
285990.7081901,181,78.61,143.4895,112.8395,111.1855,176.5,4.14,-2.69,False
285990.7081901,182,86.04,143.3653,112.7038,111.0516,176.45,4.5,-2.74,False
285990.7081901,183,86.04,143.3593,112.6887,111.0473,176.41,4.76,-2.78,False
285990.7395198,184,78.72,145.353,114.3422,112.6277,176.5,5.13,-2.76,False
285990.7395198,185,78.72,145.2279,114.1707,112.4391,176.63,5.43,-2.74,False
285990.7711471,186,82.39,145.7438,114.4203,112.5423,176.61,5.32,-2.74,False
285990.7711471,187,82.39,145.94,114.6631,112.8963,176.59,5.21,-2.75,False
285990.7711471,188,82.39,145.9449,114.6444,112.8959,176.58,5.16,-2.75,False
285990.7711471,189,90.68,145.9474,114.6777,112.9544,176.57,5.09,-2.75,False
285990.8190479,190,78.87,146.7824,115.4085,113.7409,176.51,5.37,-2.76,False
285990.8190479,191,86.42,147.0637,115.6202,113.9867,176.46,5.46,-2.75,False
285990.8190479,192,86.42,146.9578,115.4911,113.8341,176.43,5.55,-2.75,False
285990.8513345,193,78.84,147.4305,116.1298,114.2656,176.4,5.51,-2.75,False
285990.8513345,194,86.52,147.5584,116.2937,114.4609,176.32,5.43,-2.75,False
285990.8513345,195,86.52,147.2931,116.0675,114.2188,176.31,5.4,-2.74,False
285990.8833237,196,78.98,148.1534,116.7595,115.156,176.52,5.41,-2.77,False
285990.8833237,197,86.38,148.114,116.7036,115.0896,176.61,5.37,-2.79,False
285990.9151907,198,78.89,148.7229,117.5352,115.6545,176.57,5.31,-2.78,False
285990.9151907,199,86.28,148.5814,117.3449,115.4164,176.53,5.31,-2.78,False
285990.9151907,200,86.28,148.4149,117.2446,115.3223,176.5,5.3,-2.77,False
285990.947372,201,78.74,149.1999,117.956,115.8059,176.47,5.28,-2.78,False
285990.947372,202,86.24,148.7776,117.5943,115.4176,176.45,5.27,-2.77,False
285990.947372,203,86.24,148.7842,117.6156,115.4406,176.43,5.26,-2.77,False
285990.9794065,204,78.74,149.5688,118.299,116.2291,176.41,5.28,-2.77,False
285990.9794065,205,86.33,149.5688,118.299,116.2291,176.42,5.29,-2.8,False
285991.0111359,206,78.88,150.866,119.4521,117.6034,176.35,4.96,-2.78,False
285991.0111359,207,86.39,150.6332,119.1758,117.227,176.33,4.62,-2.76,False
285991.0111359,208,86.39,150.581,119.2217,117.3007,176.29,4.44,-2.75,False
285991.0432544,209,78.84,151.2329,119.9602,118.0024,176.24,4.13,-2.69,False
285991.0432544,210,86.55,151.3751,120.0949,118.1347,176.21,3.88,-2.65,False
285991.0751336,211,79.03,151.9053,120.5653,118.7806,176.38,4.07,-2.67,False
285991.0751336,212,79.03,152.0053,120.6392,118.8121,176.47,4.18,-2.69,False
285991.0751336,213,86.41,151.9615,120.5698,118.7255,176.54,4.23,-2.69,False
285991.1070653,214,78.9,152.5514,120.9646,119.2891,176.54,4.21,-2.68,False
285991.1070653,215,86.33,152.5354,120.9742,119.3428,176.54,4.27,-2.68,False
285991.1070653,216,86.33,152.5393,120.9672,119.3117,176.53,4.32,-2.69,False
285991.1399653,217,78.63,152.0291,120.7925,118.937,176.39,4.41,-2.66,False
285991.1399653,218,78.63,151.9572,120.6399,118.6996,176.27,4.31,-2.64,False
285991.171294,219,82.33,151.8372,120.2968,118.2884,176.39,4.4,-2.58,False
285991.171294,220,82.33,151.9654,120.3967,118.3838,176.39,4.47,-2.54,False
285991.171294,221,82.33,151.8697,120.3598,118.3824,176.4,4.52,-2.52,False
285991.171294,222,90.64,151.9577,120.454,118.4932,176.41,4.62,-2.52,False
285991.2190944,223,78.86,151.7801,120.2289,118.252,176.46,4.69,-2.47,False
285991.2190944,224,78.86,151.8057,120.2317,118.1876,176.47,4.6,-2.45,False
285991.2190944,225,86.37,151.7966,120.2262,118.183,176.5,4.52,-2.44,False
285991.251225,226,78.83,151.8443,120.4925,118.3962,176.39,4.29,-2.49,False
285991.251225,227,86.3,151.9233,120.577,118.4836,176.34,4.19,-2.51,False
285991.251225,228,86.3,152.0423,120.7136,118.6468,176.3,4.1,-2.52,False
285991.2835907,229,78.72,152.1657,120.9208,118.8977,177.01,4.43,-2.55,False
285991.2835907,230,86.25,151.9331,120.6669,118.5996,177.23,4.55,-2.53,False
285991.2835907,231,86.25,151.7891,120.5154,118.4373,177.31,4.6,-2.52,False
285991.3154639,232,78.78,152.6805,121.1314,119.0473,177.26,4.25,-2.39,False
285991.3154639,233,86.29,152.7615,121.2125,119.1483,177.16,4.0,-2.29,False
285991.3154639,234,86.29,152.2886,120.7992,118.7294,177.14,3.9,-2.25,False
285991.347214,235,86.29,151.7326,120.5719,118.4077,177.21,3.74,-2.25,False
285991.347214,236,86.29,151.6687,120.5166,118.3442,177.14,3.7,-2.26,False
285991.3797836,237,78.67,151.8491,120.4755,118.5622,177.14,3.5,-2.19,False
285991.3797836,238,86.17,151.8377,120.4494,118.5096,177.15,3.41,-2.16,False
285991.3797836,239,86.17,151.704,120.3321,118.3789,177.17,3.38,-2.13,False
285991.4115901,240,86.19,151.4455,120.217,118.105,177.88,3.66,-2.13,False
285991.4115901,241,86.19,151.6526,120.4389,118.4148,178.07,3.6,-2.08,False
285991.4437436,242,78.67,152.4525,121.1299,119.1316,178.91,3.86,-2.06,False
285991.4437436,243,86.14,152.1634,120.7841,118.7428,178.98,3.99,-2.08,False
285991.4759159,244,78.62,152.3337,120.8182,119.0355,178.86,3.57,-2.08,False
285991.4759159,245,78.62,152.1987,120.7268,118.9858,178.78,3.34,-2.08,False
285991.507776,246,78.84,154.2929,122.2719,120.6573,177.86,3.36,-2.11,False
285991.507776,247,78.84,154.1594,122.1444,120.5356,177.65,3.28,-2.0,False
285991.5403807,248,78.57,152.4076,120.6498,118.9807,176.72,3.27,-2.11,False
285991.5403807,249,78.57,152.431,120.7155,119.1345,176.54,3.13,-2.1,False
285991.5731406,250,72.17,152.3351,120.6485,119.2729,176.61,2.22,-2.06,False
285991.5731406,251,72.17,153.6287,121.5525,120.019,176.68,1.88,-2.03,False
285991.6046846,252,75.21,151.3634,119.631,118.3163,176.76,2.17,-2.04,False
285991.6046846,253,75.21,151.7281,119.9703,118.6704,176.89,2.55,-2.04,False
285991.6046846,254,75.21,151.6648,119.9047,118.5916,176.92,2.66,-2.03,False
285991.6046846,255,82.05,151.6681,119.913,118.6017,176.96,2.78,-2.03,False
285991.6514834,256,72.45,150.6314,119.3051,117.746,177.05,3.21,-2.08,False
285991.6514834,257,72.45,150.4415,119.2269,117.7379,177.15,3.48,-2.11,False
285991.6836168,258,72.5,151.1045,119.7687,117.9711,177.31,3.95,-2.28,False
285991.6836168,259,72.5,150.9481,119.6246,117.8184,177.5,4.25,-2.37,False
285991.6836168,260,72.5,150.9061,119.6069,117.7966,177.61,4.44,-2.42,False
285991.7153032,261,72.53,150.5489,119.4152,117.6395,177.71,4.63,-2.48,False
285991.7153032,262,72.53,150.4278,119.2641,117.4718,177.8,4.67,-2.54,False
285991.7153032,263,72.53,150.5387,119.3892,117.586,177.87,4.69,-2.56,False
285991.7474374,264,72.46,150.2713,119.1295,117.203,177.95,4.7,-2.61,False
285991.7474374,265,72.46,150.5073,119.3958,117.5159,178.03,4.64,-2.63,False
285991.7789988,266,72.64,149.872,119.1079,117.4931,178.24,4.75,-2.76,False
285991.7789988,267,72.64,149.7643,119.1884,117.6907,178.53,4.9,-2.81,False
285991.7789988,268,72.64,149.6699,119.1252,117.6158,178.69,5.02,-2.83,False
285991.8119027,269,72.44,149.1362,118.888,117.1115,178.56,4.29,-2.84,False
285991.8119027,270,72.44,149.0769,118.7657,116.9366,178.49,3.98,-2.8,False
285991.8119027,271,78.77,149.062,118.7641,116.9233,178.45,3.81,-2.77,False
285991.8434672,272,72.55,149.2131,118.705,116.791,178.4,3.14,-2.88,False
285991.8434672,273,78.9,149.1168,118.6005,116.6519,178.36,2.82,-2.91,False
285991.8758578,274,72.51,149.2866,118.7288,116.8732,178.13,2.53,-3.09,False
285991.8758578,275,78.79,149.2866,118.7288,116.8732,178.03,2.53,-3.13,False
285991.8758578,276,78.79,148.8607,118.3951,116.5892,177.95,2.52,-3.18,False
285991.9074375,277,79.01,148.8028,118.2661,116.4262,177.85,2.21,-3.24,False
285991.9074375,278,79.01,148.9482,118.4485,116.6368,177.8,2.06,-3.25,False
285991.9074375,279,86.75,148.9309,118.4529,116.6779,177.77,2.0,-3.26,False
285991.9395332,280,79.15,148.7177,118.2795,116.4023,177.58,2.14,-3.39,False
285991.9395332,281,86.61,148.7881,118.3383,116.4815,177.56,2.1,-3.43,False
285991.9714928,282,79.06,148.0021,117.9018,116.1189,177.47,2.09,-3.53,False
285991.9714928,283,79.06,147.9095,117.8512,116.0983,177.41,2.03,-3.58,False
285991.9714928,284,79.06,147.8502,117.7668,116.013,177.37,1.98,-3.61,False
285992.0030739,285,82.48,146.5363,116.664,114.7645,177.11,1.75,-3.76,False
285992.0030739,286,82.48,147.8634,117.599,115.5881,177.29,1.69,-3.83,False
285992.0030739,287,90.78,147.8943,117.5781,115.5488,177.41,1.65,-3.88,False
285992.0030739,288,90.78,147.6968,117.3687,115.3529,177.48,1.6,-3.9,False
285992.0516995,289,78.79,147.0861,116.9425,114.9321,177.75,1.44,-3.97,False
285992.0516995,290,86.21,147.1379,117.0248,115.1525,177.81,1.16,-4.01,False
285992.0516995,291,86.21,147.4411,117.4302,115.7053,177.82,0.98,-4.03,False
285992.08348,292,78.77,146.8515,116.7591,115.2604,178.46,0.36,-4.09,False
285992.08348,293,86.3,146.6185,116.6548,115.2794,178.77,0.12,-4.05,False
285992.1152552,294,78.84,146.4975,116.4749,115.2777,179.38,0.0,-4.12,False
285992.1152552,295,86.24,145.7714,115.926,114.8601,179.29,-0.16,-4.17,False
285992.1152552,296,86.24,147.2662,117.1784,116.1188,179.2,-0.27,-4.19,False
285992.1472423,297,78.75,145.6345,115.6171,114.3662,179.29,-0.47,-4.51,False
285992.1472423,298,86.48,146.8772,116.8192,115.6582,178.87,-0.67,-4.58,False
285992.1472423,299,86.48,146.782,116.6999,115.5499,178.81,-0.72,-4.6,False
285992.179029,300,78.99,145.9866,116.0954,114.8878,178.15,-1.05,-4.8,False
285992.179029,301,86.42,145.9848,116.0628,114.9237,178.03,-1.08,-4.86,False
285992.179029,302,86.42,146.2518,116.3074,115.1755,178.0,-1.07,-4.88,False
285992.2111064,303,86.5,145.9276,116.0218,114.9497,177.35,-1.18,-5.08,False
285992.2111064,304,86.5,146.0881,116.2153,115.2114,177.11,-1.24,-5.1,False
285992.2450809,305,78.54,146.4965,116.5555,115.621,176.54,-1.28,-5.21,False
285992.2450809,306,85.89,146.557,116.6489,115.7267,176.28,-1.28,-5.26,False
285992.2450809,307,85.89,146.4863,116.5576,115.6359,176.13,-1.3,-5.28,False
285992.2759655,308,78.69,146.5492,116.4168,115.2986,176.0,-0.89,-5.38,False
285992.2759655,309,86.2,146.496,116.3154,115.1685,175.91,-0.68,-5.42,False
285992.3070162,310,78.92,146.4938,116.3752,115.1242,175.11,-0.98,-5.46,False
285992.3070162,311,86.43,146.4974,116.4391,115.2309,174.65,-1.18,-5.46,False
285992.3070162,312,86.43,146.4105,116.3856,115.2359,174.35,-1.31,-5.46,False
285992.339351,313,78.83,146.6251,116.4006,115.3443,174.0,-1.4,-5.45,False
285992.339351,314,86.24,146.7078,116.4569,115.4045,173.73,-1.51,-5.43,False
285992.339351,315,86.24,146.7098,116.4434,115.3751,173.6,-1.55,-5.42,False
285992.3709314,316,78.83,146.7609,116.7196,115.2929,173.48,-1.64,-5.38,False
285992.3709314,317,78.83,146.7121,116.731,115.327,173.37,-1.7,-5.36,False
285992.3709314,318,90.84,146.7121,116.731,115.327,173.31,-1.75,-5.34,False
285992.4035742,319,82.42,147.2192,117.2454,115.8088,173.65,-2.08,-5.13,False
285992.4035742,320,82.42,147.3808,117.4216,115.9722,173.82,-2.2,-5.0,False
285992.4035742,321,90.6,147.3442,117.2564,115.7309,173.96,-2.27,-4.92,False
285992.4510907,322,78.89,147.6418,117.4837,116.0131,173.92,-2.52,-4.68,False
285992.4510907,323,86.35,147.4311,117.2713,115.7498,173.97,-2.56,-4.52,False
285992.4510907,324,86.35,147.4096,117.2371,115.7041,173.98,-2.57,-4.44,False
285992.4844311,325,78.55,147.9747,117.9747,116.0424,173.5,-3.37,-4.07,False
285992.4844311,326,86.01,147.9084,117.9548,115.9979,173.57,-3.35,-3.92,False
