timestamp,frame_id,actual_fps,mean_r,mean_g,mean_b,head_pitch,head_yaw,head_roll,motion_flag
286003.0755182,1169,78.83,148.1707,117.205,115.1345,178.36,-6.86,-2.15,False
286003.0755182,1170,78.83,148.2073,117.2026,115.1275,178.4,-6.94,-2.22,False
286003.1070916,1171,78.83,147.2576,116.4331,114.5303,178.31,-6.71,-2.33,False
286003.1070916,1172,78.83,147.0673,116.2559,114.3504,178.28,-6.6,-2.4,False
286003.1070916,1173,86.54,147.1951,116.3803,114.473,178.25,-6.5,-2.44,False
286003.1398321,1174,78.84,146.9332,116.2941,114.3747,178.26,-5.74,-2.49,False
286003.1398321,1175,78.84,147.0067,116.3515,114.4127,178.28,-5.08,-2.54,False
286003.1712136,1176,78.84,146.9634,116.3561,114.4434,178.19,-4.41,-2.6,False
286003.1712136,1177,78.84,146.8425,116.2944,114.4031,178.15,-4.02,-2.62,False
286003.2036071,1178,72.46,147.7141,116.8502,114.9249,178.17,-4.11,-2.6,False
286003.2036071,1179,78.73,147.749,116.9071,115.0041,178.18,-4.32,-2.58,False
286003.2036071,1180,78.73,147.6997,116.8482,114.9343,178.19,-4.53,-2.57,False
286003.2351356,1181,72.52,147.4745,116.5006,114.6572,178.14,-4.63,-2.63,False
286003.2351356,1182,82.64,147.4743,116.5217,114.7117,178.05,-4.77,-2.64,False
286003.2351356,1183,82.64,147.5169,116.5669,114.7681,178.01,-4.87,-2.63,False
286003.2351356,1184,82.64,147.4826,116.554,114.7874,177.98,-4.99,-2.63,False
286003.2834702,1185,78.78,146.8697,115.9078,114.2709,178.05,-5.11,-2.67,False
286003.2834702,1186,78.78,146.9904,116.072,114.4625,178.1,-5.2,-2.69,False
286003.3158996,1187,78.89,145.7066,115.1135,113.3462,178.22,-5.03,-2.78,False
286003.3158996,1188,78.89,145.4753,114.8804,113.1108,178.27,-4.79,-2.82,False
286003.3158996,1189,78.89,145.2939,114.698,112.9183,178.28,-4.68,-2.83,False
286003.3474596,1190,78.78,143.868,113.4941,111.8059,178.38,-4.83,-2.93,False
286003.3474596,1191,78.78,144.0285,113.7329,112.2158,178.38,-4.92,-2.98,False
286003.3801012,1192,72.36,143.6465,113.3853,112.0072,178.68,-4.78,-3.05,False
286003.3801012,1193,78.76,143.7568,113.4484,112.0575,178.83,-4.56,-3.04,False
286003.3801012,1194,78.76,145.107,114.4022,112.8673,178.92,-4.47,-3.03,False
286003.4111765,1195,78.88,144.6712,114.2221,112.6928,178.91,-4.12,-2.99,False
286003.4111765,1196,78.88,144.939,114.5026,113.0448,178.95,-3.76,-2.98,False
286003.4434278,1197,72.52,144.4101,114.0247,112.446,178.8,-2.72,-3.04,False
286003.4434278,1198,78.82,144.5138,114.0237,112.4418,178.74,-2.03,-3.09,False
286003.4434278,1199,78.82,144.3787,113.8644,112.2938,178.71,-1.78,-3.1,False
286003.4752794,1200,78.76,144.4158,113.9689,112.3789,178.76,-1.4,-3.09,False
286003.4752794,1201,78.76,144.4126,113.9888,112.429,178.79,-1.04,-3.08,False
286003.5077842,1202,72.37,144.5824,114.3643,113.0944,178.68,-0.58,-3.01,False
286003.5077842,1203,78.81,144.4552,114.2396,112.9932,178.66,-0.95,-2.9,False
286003.5077842,1204,78.81,144.3889,114.2445,113.0552,178.67,-1.06,-2.86,False
286003.5391468,1205,78.82,144.193,114.1325,112.6121,178.58,-1.04,-2.84,False
286003.5391468,1206,78.82,144.1237,114.0353,112.4819,178.47,-1.16,-2.83,False
286003.5728297,1207,78.54,144.3319,114.152,112.725,178.23,-1.38,-2.85,False
286003.5728297,1208,78.54,144.2026,113.9865,112.5302,178.21,-1.29,-2.85,False
286003.5728297,1209,78.54,144.1594,113.9387,112.4732,178.23,-1.2,-2.88,False
286003.6034538,1210,78.74,144.0997,114.0189,112.4795,178.24,-1.79,-2.74,False
286003.6034538,1211,78.74,144.3263,114.2781,112.7946,178.28,-1.97,-2.72,False
286003.6356988,1212,72.4,144.5939,114.4944,112.9044,178.71,-2.25,-2.8,False
286003.6356988,1213,72.4,144.793,114.744,113.1662,178.98,-2.23,-2.91,False
286003.6356988,1214,82.33,144.7055,114.6264,113.0138,179.09,-2.23,-2.97,False
286003.6356988,1215,82.33,143.574,113.7524,112.2792,179.14,-2.21,-3.01,False
286003.6830793,1216,78.98,143.4747,113.6419,112.0877,179.08,-2.66,-2.98,False
286003.6830793,1217,78.98,143.416,113.5562,111.9766,179.13,-2.58,-3.04,False
286003.7149183,1218,72.68,143.0883,113.1024,111.3471,179.38,-2.6,-3.1,False
286003.7149183,1219,78.92,143.3144,113.2765,111.558,179.51,-2.46,-3.14,False
286003.7149183,1220,78.92,143.3672,113.3376,111.6258,179.58,-2.45,-3.17,False
286003.7472056,1221,79.0,143.189,113.0238,111.2814,179.78,-2.2,-3.22,False
286003.7472056,1222,79.0,143.137,112.9619,111.1889,179.88,-2.06,-3.25,False
286003.7472056,1223,79.0,143.0836,112.8692,111.0781,179.95,-1.93,-3.27,False
286003.7790805,1224,78.82,143.2489,112.7776,111.0539,-179.98,-1.89,-3.33,False
286003.7790805,1225,78.82,143.298,112.8137,111.0896,-179.92,-1.88,-3.35,False
286003.8117682,1226,78.73,143.2002,112.6722,111.0551,-179.82,-1.84,-3.37,False
286003.8117682,1227,78.73,143.1892,112.6636,111.0465,-179.71,-1.73,-3.39,False
286003.8117682,1228,78.73,143.212,112.7212,111.1348,-179.62,-1.64,-3.4,False
286003.8435664,1229,78.74,143.3203,112.8321,111.3996,-179.5,-1.56,-3.41,False
286003.8435664,1230,78.74,143.3261,112.8381,111.4085,-179.41,-1.45,-3.42,False
286003.8752619,1231,78.92,143.2064,112.6483,111.305,-179.48,-1.34,-3.44,False
286003.8752619,1232,78.92,143.0847,112.5543,111.196,-179.57,-1.36,-3.43,False
286003.9070331,1233,72.64,143.7529,112.9639,111.6949,-179.69,-1.48,-3.32,False
286003.9070331,1234,78.83,143.7041,112.9454,111.6666,-179.8,-1.54,-3.28,False
286003.9070331,1235,78.83,143.6815,112.8697,111.5631,-179.87,-1.6,-3.26,False
286003.939282,1236,79.14,146.0934,114.4777,113.0891,178.36,-1.82,-3.44,False
286003.939282,1237,79.14,146.0487,114.3785,112.9805,177.78,-2.13,-3.36,False
286003.939282,1238,79.14,145.9563,114.3522,112.9959,177.57,-2.2,-3.34,False
286003.9711519,1239,78.87,147.3217,115.4727,113.9648,177.21,-2.07,-3.09,False
286003.9711519,1240,78.87,147.388,115.5289,114.0157,177.18,-2.0,-2.96,False
286004.0040905,1241,78.72,147.529,115.7923,113.8992,177.29,-2.03,-2.92,False
286004.0040905,1242,78.72,147.263,115.5717,113.6307,177.52,-1.92,-2.89,False
286004.0040905,1243,78.72,147.2444,115.5539,113.609,177.69,-1.9,-2.88,False
286004.035272,1244,72.58,146.7513,115.1342,112.9085,178.17,-1.79,-2.9,False
286004.035272,1245,82.34,146.6719,115.0959,112.8739,178.44,-1.9,-2.88,False
286004.035272,1246,82.34,146.8074,115.2478,113.0273,178.61,-2.02,-2.87,False
286004.035272,1247,90.52,146.8256,115.2565,113.0188,178.74,-2.12,-2.87,False
286004.0834604,1248,78.69,146.6452,115.064,113.0308,179.04,-1.92,-2.93,False
286004.0834604,1249,78.69,146.6928,115.1066,113.0737,179.19,-1.83,-2.94,False
286004.1161617,1250,78.6,146.3899,115.1641,113.0557,179.35,-1.71,-2.95,False
286004.1161617,1251,78.6,146.2195,114.9928,112.8176,179.44,-1.65,-2.95,False
286004.1161617,1252,78.6,146.2269,114.9895,112.8048,179.5,-1.61,-2.95,False
286004.1470659,1253,78.81,146.2142,115.1718,113.15,179.58,-1.61,-2.94,False
286004.1470659,1254,78.81,146.3865,115.3538,113.3344,179.61,-1.59,-2.94,False
286004.1796428,1255,78.83,146.7034,115.4851,113.6901,179.76,-1.54,-2.93,False
286004.1796428,1256,78.83,146.7129,115.4629,113.6307,179.86,-1.49,-2.93,False
286004.1796428,1257,78.83,146.7129,115.4629,113.6307,179.92,-1.51,-2.94,False
286004.2114643,1258,78.83,146.8122,115.581,113.7625,179.92,-1.5,-2.94,False
286004.2114643,1259,78.83,146.8147,115.6178,113.8021,179.9,-1.5,-2.93,False
286004.2437863,1260,78.69,146.5889,115.7361,113.6858,179.93,-1.37,-2.95,False
286004.2437863,1261,78.69,146.6265,115.77,113.7296,179.96,-1.33,-2.96,False
286004.2437863,1262,86.12,146.6265,115.77,113.7296,179.97,-1.31,-2.97,False
286004.2751272,1263,78.78,146.3178,115.4971,113.3173,179.92,-1.36,-2.97,False
286004.2751272,1264,78.78,146.3178,115.4971,113.3173,179.92,-1.4,-2.97,False
286004.3070684,1265,78.85,145.9651,115.2101,113.2433,179.9,-1.44,-2.96,False
286004.3070684,1266,78.85,145.8941,115.1184,113.1336,179.87,-1.56,-2.96,False
286004.3070684,1267,78.85,145.8941,115.1184,113.1336,179.85,-1.63,-2.96,False
286004.3397282,1268,78.68,145.394,114.6594,112.6929,179.88,-1.56,-2.96,False
286004.3397282,1269,78.68,145.394,114.6594,112.6929,179.9,-1.54,-2.97,False
286004.3716035,1270,78.91,144.7756,114.0267,112.0344,179.95,-1.48,-2.97,False
286004.3716035,1271,78.91,144.7756,114.0267,112.0344,179.98,-1.44,-2.97,False
286004.3716035,1272,78.91,144.5746,113.8034,111.7602,179.99,-1.42,-2.97,False
286004.4039925,1273,78.65,143.9517,113.2874,111.0853,179.98,-1.33,-2.99,False
286004.4039925,1274,78.65,143.9517,113.2874,111.0853,179.96,-1.29,-2.99,False
286004.4039925,1275,78.65,143.9517,113.2874,111.0853,179.95,-1.28,-2.98,False
286004.4350228,1276,72.55,143.2992,112.7147,110.6804,-180.0,-1.3,-2.97,False
286004.4350228,1277,82.49,143.2992,112.7147,110.6804,-179.94,-1.27,-2.96,False
286004.4350228,1278,82.49,143.3193,112.7569,110.761,-179.89,-1.24,-2.96,False
286004.4839775,1279,78.84,142.8378,112.2795,110.111,-179.92,-1.27,-2.98,False
286004.4839775,1280,78.84,142.8378,112.2795,110.111,-179.94,-1.3,-3.01,False
286004.4839775,1281,78.84,142.8855,112.3266,110.1728,-179.96,-1.33,-3.04,False
286004.5153771,1282,78.74,142.5772,112.1579,109.9835,-180.0,-1.36,-3.03,False
286004.5153771,1283,78.74,142.5772,112.1579,109.9835,179.98,-1.37,-3.03,False
286004.5479291,1284,78.74,142.4114,111.9184,109.8186,179.9,-1.51,-3.0,False
286004.5479291,1285,78.74,142.4114,111.9184,109.8186,179.85,-1.62,-2.98,False
286004.5479291,1286,78.74,142.4257,111.9308,109.8347,179.82,-1.71,-2.97,False
286004.5796615,1287,78.76,142.3391,111.8294,109.7573,179.85,-1.55,-2.99,False
286004.5796615,1288,78.76,142.478,111.9391,109.8792,179.88,-1.45,-3.0,False
286004.6113373,1289,78.9,142.3046,111.71,109.7196,179.85,-1.37,-3.0,False
286004.6113373,1290,78.9,142.3459,111.7369,109.7407,179.82,-1.31,-3.0,False
286004.643255,1291,72.6,142.1072,111.5613,109.646,179.87,-1.31,-3.01,False
286004.643255,1292,78.78,142.1111,111.5402,109.6135,179.9,-1.3,-3.02,False
286004.643255,1293,78.78,142.1151,111.5544,109.6323,179.91,-1.31,-3.02,False
286004.6755398,1294,78.7,141.8087,111.2568,109.495,179.89,-1.25,-3.03,False
286004.6755398,1295,78.7,141.8106,111.2712,109.5233,179.86,-1.22,-3.04,False
286004.7109327,1296,71.81,141.7631,111.3119,109.3626,179.85,-1.24,-3.04,False
286004.7109327,1297,78.12,141.7411,111.2777,109.324,179.83,-1.22,-3.04,False
286004.7440165,1298,71.73,141.1944,111.0932,109.3113,179.9,-1.15,-3.06,False
286004.7712215,1299,72.57,141.3492,111.0539,109.3551,179.83,-1.35,-3.03,False
286004.7712215,1300,72.57,141.4618,111.1758,109.5075,179.79,-1.53,-3.02,False
286004.7712215,1301,72.57,142.7363,112.0132,110.1387,179.75,-1.65,-3.01,False
286004.8028637,1302,72.71,142.4085,111.8524,109.806,179.77,-1.85,-2.98,False
286004.8028637,1303,72.71,142.4821,111.9354,109.9162,179.73,-2.0,-2.97,False
286004.835373,1304,67.23,142.0296,111.6514,109.5603,179.64,-2.3,-2.92,False
286004.835373,1305,72.44,142.105,111.8031,109.7673,179.72,-2.45,-2.87,False
286004.835373,1306,72.44,141.9545,111.5858,109.5118,179.74,-2.55,-2.84,False
286004.835373,1307,72.44,141.9475,111.6021,109.5518,179.77,-2.63,-2.81,False
286004.8850534,1308,72.31,142.1462,111.8241,109.8855,179.91,-3.13,-2.76,False
286004.8850534,1309,72.31,141.9432,111.5414,109.5034,179.94,-3.47,-2.72,False
286004.9154591,1310,67.21,141.6762,111.3004,109.2704,179.89,-3.3,-2.76,False
286004.9154591,1311,72.49,141.3782,111.0944,109.091,179.85,-3.28,-2.8,False
286004.9154591,1312,72.49,141.3813,111.1019,109.1053,179.83,-3.3,-2.81,False
286004.9472889,1313,72.62,142.2907,112.0105,109.6714,179.78,-3.29,-2.69,False
286004.9472889,1314,72.62,142.0966,111.8683,109.5414,179.8,-3.53,-2.64,False
286004.9796257,1315,67.18,142.164,111.9873,109.9042,-179.79,-3.63,-2.69,False
286004.9796257,1316,72.51,141.7938,111.8015,109.8177,-179.66,-3.76,-2.71,False
286004.9796257,1317,72.51,141.5278,111.434,109.3608,-179.57,-3.84,-2.73,False
286005.0113189,1318,72.5,141.5714,111.4162,109.3254,-179.44,-4.07,-2.68,False
286005.0113189,1319,72.5,141.4044,111.2621,109.1406,-179.41,-4.2,-2.67,False
286005.0430765,1320,72.53,141.4811,111.288,109.2174,-179.34,-4.35,-2.67,False
286005.0430765,1321,72.53,141.4062,111.2788,109.215,-179.32,-4.27,-2.68,False
286005.0430765,1322,72.53,141.395,111.3096,109.3019,-179.3,-4.17,-2.68,False
286005.075261,1323,72.55,141.2507,111.3967,109.5029,-179.37,-4.0,-2.67,False
286005.075261,1324,72.55,141.2609,111.4277,109.5692,-179.4,-3.94,-2.67,False
286005.1077779,1325,73.08,142.8042,112.571,110.473,-179.39,-3.8,-2.71,False
286005.1077779,1326,73.08,142.7918,112.5416,110.4165,-179.38,-3.7,-2.74,False
286005.140253,1327,73.19,142.4238,112.2217,110.0062,-179.43,-3.92,-2.75,False
286005.140253,1328,78.58,142.3279,112.2421,110.0819,-179.46,-3.95,-2.76,False
286005.1707474,1329,72.59,141.8473,111.5717,109.2607,-179.56,-4.22,-2.76,False
286005.1707474,1330,72.59,141.7651,111.5138,109.1639,-179.58,-4.58,-2.74,False
286005.1707474,1331,78.83,141.8128,111.5652,109.2276,-179.62,-4.71,-2.74,False
286005.2035259,1332,72.38,141.3676,111.4091,109.1763,-179.48,-4.75,-2.71,False
286005.2035259,1333,78.77,141.4937,111.5393,109.3216,-179.38,-4.86,-2.68,False
286005.2371855,1334,72.17,141.0815,111.187,109.0301,-179.31,-4.57,-2.7,False
286005.2371855,1335,72.17,141.0815,111.187,109.0301,-179.27,-4.4,-2.72,False
286005.2371855,1336,72.17,141.1446,111.2509,109.1058,-179.24,-4.29,-2.73,False
286005.2847056,1337,72.56,140.3139,110.3947,108.2262,-179.21,-4.4,-2.72,False
286005.2847056,1338,72.56,140.2636,110.3461,108.1725,-179.19,-4.36,-2.71,False
286005.3157408,1339,72.45,139.6499,109.9541,107.6146,-179.18,-4.35,-2.69,False
286005.3157408,1340,72.45,139.3165,109.6161,107.2408,-179.18,-4.3,-2.67,False
286005.3483506,1341,66.99,138.845,109.0846,106.7162,-179.16,-4.28,-2.65,False
286005.3483506,1342,72.31,138.9356,109.26,106.9174,-179.14,-4.22,-2.64,False
286005.3799617,1343,67.03,138.5775,108.7361,106.2999,-179.25,-4.36,-2.69,False
286005.3799617,1344,72.44,138.5066,108.6978,106.2543,-179.31,-4.37,-2.7,False
286005.3799617,1345,72.44,138.5315,108.694,106.2211,-179.36,-4.4,-2.71,False
286005.4112679,1346,67.19,139.619,109.3456,107.0088,-179.73,-4.59,-2.63,False
286005.4112679,1347,72.51,139.7717,109.5198,107.2478,179.97,-4.69,-2.61,False
286005.4433799,1348,67.12,139.451,108.8958,106.6467,179.15,-4.18,-2.59,False
286005.4433799,1349,72.45,139.0729,108.5441,106.327,178.54,-4.42,-2.42,False
286005.4433799,1350,72.45,138.7367,108.3319,106.2341,178.22,-4.63,-2.35,False
286005.4752964,1351,67.1,138.6352,108.1529,105.8314,178.17,-4.61,-2.34,False
286005.4752964,1352,72.49,140.2088,109.2749,106.8006,178.16,-4.58,-2.33,False
286005.5073221,1353,67.12,138.7845,108.2714,105.8506,177.65,-5.78,-2.35,False
286005.5073221,1354,72.58,138.8832,108.2904,105.8091,177.75,-6.18,-2.3,False
286005.5399291,1355,67.11,138.5401,108.2213,105.5543,178.27,-6.39,-2.34,False
286005.5399291,1356,72.56,138.902,108.5251,105.8713,178.54,-6.38,-2.34,False
286005.5710464,1357,67.32,139.1425,108.8084,106.1977,178.71,-6.39,-2.35,False
286005.5710464,1358,72.45,139.4747,109.0743,106.4512,178.95,-6.35,-2.37,False
286005.5710464,1359,72.45,139.4049,109.0234,106.3909,179.09,-6.3,-2.38,False
286005.6031165,1360,67.07,139.9296,109.4279,106.9355,179.15,-6.13,-2.37,False
286005.6031165,1361,72.57,140.1094,109.6887,107.2342,179.19,-6.08,-2.38,False
286005.6351451,1362,67.19,141.0198,110.2576,108.0177,179.16,-5.96,-2.38,False
286005.6351451,1363,72.87,141.3806,110.4737,108.1257,179.14,-5.92,-2.39,False
286005.6351451,1364,72.87,141.4214,110.4668,108.0949,179.14,-5.91,-2.4,False
286005.6351451,1365,72.87,141.4214,110.4668,108.0949,179.13,-5.88,-2.41,False
286005.6839248,1366,72.64,139.8743,109.4085,107.2183,179.06,-5.76,-2.39,False
286005.6839248,1367,72.64,139.9076,109.4202,107.2287,179.04,-5.76,-2.36,False
286005.7153004,1368,72.58,140.4191,109.9169,107.4518,179.08,-5.91,-2.3,False
286005.7153004,1369,72.58,139.9757,109.5391,107.082,179.09,-6.02,-2.29,False
286005.7153004,1370,79.03,139.9757,109.5391,107.082,179.09,-6.1,-2.29,False
286005.7469595,1371,72.75,139.9365,109.6134,106.9013,179.05,-6.24,-2.26,False
286005.7469595,1372,79.02,140.0847,109.7404,107.0281,179.01,-6.2,-2.26,False
286005.780261,1373,72.45,140.05,109.6874,107.0452,179.01,-6.17,-2.27,False
286005.780261,1374,72.45,140.0549,109.6955,107.0649,178.98,-6.14,-2.28,False
286005.8113922,1375,72.48,139.8244,109.2544,106.7219,178.96,-6.01,-2.28,False
286005.8113922,1376,72.48,139.7969,109.2309,106.6896,178.95,-5.9,-2.28,False
286005.8431129,1377,72.55,139.9242,109.6028,106.8725,179.0,-5.71,-2.31,False
286005.8431129,1378,72.55,139.7996,109.4181,106.6465,179.05,-5.56,-2.33,False
286005.8431129,1379,72.55,139.7996,109.4181,106.6465,179.09,-5.42,-2.35,False
286005.8748407,1380,72.58,139.6048,109.1043,106.5198,179.12,-5.45,-2.36,False
286005.8748407,1381,72.58,139.7874,109.2631,106.7285,179.15,-5.46,-2.37,False
286005.9078524,1382,72.4,139.2175,108.8457,106.2713,179.14,-5.43,-2.42,False
286005.9078524,1383,72.4,139.3271,108.9942,106.4501,179.14,-5.36,-2.44,False
286005.9078524,1384,78.82,139.2618,108.9465,106.4015,179.14,-5.34,-2.46,False
286005.9391603,1385,72.64,138.9009,108.7142,106.1298,179.19,-5.2,-2.49,False
286005.9391603,1386,78.78,139.1618,109.1079,106.6451,179.23,-5.06,-2.52,False
286005.9721018,1387,72.31,139.0118,108.9922,106.5849,179.28,-5.08,-2.54,False
286005.9721018,1388,72.31,139.0305,109.0058,106.5999,179.32,-5.08,-2.55,False
286006.0033573,1389,72.46,138.4021,108.3403,106.4425,179.35,-5.1,-2.55,False
286006.0033573,1390,72.46,139.8483,109.321,107.2582,179.37,-5.08,-2.54,False
286006.0033573,1391,78.76,139.8483,109.321,107.2582,179.37,-5.08,-2.54,False
286006.0348726,1392,72.55,139.7836,109.3255,107.1345,179.32,-4.98,-2.57,False
286006.0348726,1393,72.55,139.6964,109.2955,107.1159,179.3,-4.9,-2.6,False
286006.0348726,1394,72.55,139.6896,109.2683,107.088,179.28,-4.83,-2.63,False
286006.0348726,1395,82.63,139.3904,109.0427,106.9533,179.26,-4.8,-2.65,False
286006.0831485,1396,72.64,139.0263,108.9469,106.7569,179.34,-4.82,-2.66,False
286006.0831485,1397,78.84,139.0143,108.9377,106.7474,179.42,-4.81,-2.67,False
286006.1150925,1398,72.54,138.7414,108.8578,106.4946,179.49,-4.73,-2.72,False
286006.1150925,1399,72.54,138.7355,108.7838,106.4006,179.53,-4.69,-2.74,False
286006.1469409,1400,72.5,138.585,108.6763,106.4185,179.5,-4.7,-2.74,False
286006.1469409,1401,72.5,138.6028,108.7067,106.457,179.47,-4.7,-2.73,False
286006.1469409,1402,79.09,138.6863,108.8177,106.6008,179.46,-4.72,-2.73,False
286006.1791561,1403,72.7,138.5304,108.7437,106.6284,179.46,-4.65,-2.72,False
286006.1791561,1404,78.85,138.4979,108.7028,106.5777,179.47,-4.74,-2.71,False
286006.2125949,1405,72.28,138.6232,108.6705,106.5484,179.5,-4.73,-2.73,False
286006.2125949,1406,78.49,138.5577,108.6172,106.5004,179.56,-4.7,-2.74,False
286006.2125949,1407,78.49,138.5525,108.6141,106.495,179.61,-4.69,-2.75,False
286006.2435121,1408,72.43,138.5513,108.5325,106.6494,179.61,-4.68,-2.72,False
286006.2435121,1409,78.66,138.5513,108.5325,106.6494,179.63,-4.67,-2.71,False
286006.2752945,1410,72.42,138.6921,108.575,106.5318,179.73,-4.7,-2.72,False
286006.2752945,1411,78.92,138.6565,108.5293,106.4785,179.82,-4.65,-2.72,False
286006.2752945,1412,78.92,138.652,108.5255,106.475,179.88,-4.63,-2.72,False
286006.3071566,1413,72.63,138.4811,108.5958,106.615,179.84,-4.61,-2.71,False
286006.3071566,1414,78.81,138.4811,108.5958,106.615,179.83,-4.62,-2.71,False
286006.3395489,1415,72.43,138.0393,108.3416,106.3003,179.84,-4.53,-2.71,False
286006.3395489,1416,78.92,138.0393,108.3416,106.3003,179.83,-4.49,-2.72,False
286006.3395489,1417,78.92,137.9843,108.3041,106.2716,179.82,-4.46,-2.72,False
286006.3710293,1418,78.87,137.6957,107.8077,105.7547,179.82,-4.49,-2.72,False
286006.3710293,1419,78.87,137.8466,107.9972,105.9789,179.84,-4.67,-2.7,False
286006.4053784,1420,72.14,137.8848,108.0311,105.7647,179.82,-4.65,-2.72,False
286006.4053784,1421,78.27,137.8848,108.0311,105.7647,179.81,-4.63,-2.73,False
286006.4355971,1422,72.37,138.036,108.0806,105.6979,179.81,-4.78,-2.72,False
286006.4355971,1423,72.37,138.1512,108.2321,105.8777,179.78,-4.86,-2.71,False
286006.4355971,1424,72.37,138.2693,108.3586,106.0221,179.76,-4.92,-2.7,False
286006.4355971,1425,82.28,138.2378,108.3144,105.9728,179.74,-4.96,-2.7,False
286006.4833381,1426,72.47,138.341,108.62,106.0948,179.73,-4.92,-2.7,False
286006.4833381,1427,78.75,138.341,108.62,106.0948,179.72,-4.91,-2.71,False
286006.5149534,1428,72.53,138.7869,108.9962,106.6866,179.72,-4.85,-2.71,False
286006.5149534,1429,78.8,138.8363,109.0081,106.7077,179.72,-4.76,-2.72,False
286006.5149534,1430,78.8,138.8363,109.0081,106.7077,179.72,-4.69,-2.73,False
286006.5473094,1431,72.43,139.2413,109.3077,107.2717,179.76,-4.68,-2.73,False
286006.5473094,1432,78.77,139.2733,109.3516,107.3207,179.8,-4.57,-2.74,False
286006.5789883,1433,72.53,139.4202,109.3974,107.351,179.81,-4.6,-2.73,False
286006.5789883,1434,79.15,139.4202,109.3974,107.351,179.83,-4.61,-2.72,False
286006.5789883,1435,79.15,139.4202,109.3974,107.351,179.85,-4.61,-2.72,False
286006.6131555,1436,72.4,139.6325,109.6012,107.6032,179.85,-4.59,-2.72,False
286006.6131555,1437,78.45,139.7249,109.7176,107.738,179.88,-4.68,-2.72,False
286006.6445606,1438,72.31,139.8738,109.8291,107.6424,179.9,-4.36,-2.76,False
286006.6445606,1439,78.53,139.8699,109.8315,107.6483,179.95,-4.23,-2.8,False
286006.6445606,1440,78.53,139.8835,109.8443,107.6601,179.97,-4.08,-2.83,False
286006.6758932,1441,72.39,140.4131,110.4535,108.358,-179.95,-4.28,-2.8,False
286006.6758932,1442,78.65,140.4131,110.4535,108.358,-179.89,-4.31,-2.78,False
286006.7068517,1443,72.56,140.5608,110.4969,108.3639,-179.91,-4.27,-2.79,False
286006.7068517,1444,78.95,140.6348,110.6239,108.5376,-179.91,-4.22,-2.8,False
286006.7392116,1445,72.56,140.9297,110.935,108.7498,-179.9,-4.26,-2.81,False
286006.7392116,1446,72.56,140.929,110.9342,108.7491,-179.91,-4.24,-2.84,False
286006.7392116,1447,78.77,141.388,111.2634,108.9803,-179.91,-4.12,-2.87,False
286006.7719236,1448,72.34,141.3505,111.3784,109.3161,-179.88,-4.17,-2.83,False
286006.7719236,1449,79.12,141.9616,111.7308,109.5522,-179.86,-4.3,-2.83,False
286006.8034643,1450,72.85,142.7524,112.2136,110.2046,-179.8,-4.05,-2.85,False
286006.8034643,1451,78.83,143.3416,112.6867,110.5517,-179.84,-4.03,-2.85,False
286006.8355837,1452,72.5,142.5527,111.9651,110.046,-179.77,-3.95,-2.9,False
286006.8355837,1453,72.5,142.5527,111.9651,110.046,-179.72,-3.87,-2.92,False
286006.8355837,1454,72.5,142.5513,111.954,110.0173,-179.69,-3.82,-2.94,False
286006.8355837,1455,82.33,142.4725,111.8408,109.8926,-179.68,-3.77,-2.94,False
286006.8849279,1456,72.21,142.7504,111.965,109.9913,-179.74,-3.77,-2.93,False
286006.8849279,1457,78.38,142.765,111.9774,110.0025,-179.79,-3.72,-2.92,False
286006.915247,1458,72.45,143.1011,111.9928,110.0989,-179.83,-3.82,-2.9,False
286006.915247,1459,72.45,143.1842,112.0759,110.182,-179.9,-3.9,-2.88,False
286006.9498956,1460,72.03,142.0464,111.5099,109.6054,-179.92,-3.86,-2.9,False
286006.9498956,1461,72.03,142.0602,111.5232,109.6173,-179.98,-3.8,-2.91,False
286006.9498956,1462,78.19,142.0638,111.527,109.6247,180.0,-3.73,-2.92,False
286006.9791543,1463,72.47,142.6474,112.0174,109.8961,179.93,-3.86,-2.91,False
286006.9791543,1464,72.47,142.7151,112.0604,109.9069,179.9,-3.96,-2.91,False
286007.0119531,1465,72.72,143.1359,112.4223,110.2107,179.85,-4.03,-2.9,False
286007.0119531,1466,72.72,143.1359,112.4223,110.2107,179.8,-4.1,-2.91,False
286007.0119531,1467,78.93,143.2049,112.5236,110.327,179.77,-4.17,-2.91,False
286007.0437284,1468,72.65,143.6714,112.944,110.4819,179.8,-4.21,-2.91,False
286007.0437284,1469,72.65,142.5632,112.2192,109.9488,179.78,-4.25,-2.91,False
286007.0763605,1470,72.42,143.0901,112.3541,110.2257,179.69,-4.24,-2.92,False
286007.0763605,1471,72.42,143.0901,112.3541,110.2257,179.68,-4.23,-2.93,False
286007.0763605,1472,78.48,143.0901,112.3541,110.2257,179.68,-4.23,-2.93,False
286007.1076309,1473,72.36,143.2466,112.549,110.5194,179.71,-4.24,-2.94,False
286007.1076309,1474,78.71,143.3371,112.5971,110.5378,179.74,-4.24,-2.94,False
286007.1394212,1475,72.46,143.4391,112.5138,110.7602,179.74,-4.34,-2.92,False
286007.1394212,1476,72.46,143.4391,112.5138,110.7602,179.74,-4.43,-2.9,False
286007.1394212,1477,78.91,143.431,112.4939,110.7233,179.74,-4.49,-2.88,False
286007.1713151,1478,72.61,143.6214,112.781,110.4874,179.73,-4.52,-2.87,False
286007.1713151,1479,78.84,143.6214,112.781,110.4874,179.73,-4.53,-2.87,False
